"date","content","amount","type"
"16/4/2017 09:36:20","leverage mission-critical niches","11866","Deposit"
"03/02/2021 09:12:00","grow 24/365 interfaces","41208","Withdraw"
"03/10/2024 09:33:00","iterate granular markets","56380","Withdraw"
"06/10/2024 08:08:00","generate turn-key architectures","30903","Deposit"
"15/4/2021 08:28:58","implement e-business supply-chains","35961","Withdraw"
"20/6/2015 09:29:55","incentivize leading-edge action-items","38903","Deposit"
"21/7/2018 08:16:42","strategize seamless ROI","31138","Deposit"
"28/2/2014 09:52:56","grow efficient metrics","69847","Withdraw"
"10/10/2019 08:00:00","synergize world-class platforms","85404","Withdraw"
"08/01/2010 08:00:00","empower killer platforms","25416","Withdraw"
"13/8/2023 08:54:15","orchestrate bricks-and-clicks infomediaries","74551","Deposit"
"07/03/2010 09:50:00","disintermediate best-of-breed supply-chains","93016","Deposit"
"26/7/2017 08:02:24","brand customized e-services","28474","Withdraw"
"14/9/2018 09:55:55","iterate turn-key relationships","63467","Withdraw"
"07/05/2011 08:51:00","unleash ubiquitous e-markets","17339","Withdraw"
"03/06/2021 09:35:00","synergize rich users","49786","Deposit"
"09/06/2022 08:01:00","reintermediate sexy web-readiness","57655","Withdraw"
"22/8/2011 09:44:00","brand virtual users","81298","Deposit"
"01/03/2012 08:58:00","leverage killer bandwidth","77880","Deposit"
"01/10/2015 09:50:00","visualize leading-edge web services","22646","Withdraw"
"22/5/2020 08:23:03","envisioneer web-enabled portals","23373","Deposit"
"06/08/2018 08:30:00","utilize bricks-and-clicks networks","99897","Deposit"
"15/2/2018 09:47:50","reintermediate enterprise vortals","84198","Deposit"
"15/5/2014 09:24:13","aggregate user-centric infomediaries","21140","Deposit"
"12/05/2014 08:45:00","deliver impactful relationships","62782","Withdraw"
"26/11/2016 08:17:39","repurpose one-to-one solutions","42169","Withdraw"
"15/7/2011 08:31:18","empower cross-platform platforms","41828","Deposit"
"16/4/2017 09:36:20","evolve visionary functionalities","12077","Deposit"
"01/04/2010 08:54:00","leverage web-enabled e-commerce","39366","Deposit"
"13/8/2023 08:54:15","enhance visionary channels","10392","Deposit"
"09/06/2018 08:57:00","recontextualize magnetic blockchains","50157","Deposit"
"22/7/2022 08:35:52","evolve B2C solutions","76084","Deposit"
"26/9/2017 08:13:57","cultivate revolutionary content","31367","Deposit"
"22/5/2014 08:15:33","redefine vertical e-commerce","23041","Deposit"
"16/1/2022 08:51:14","drive seamless architectures","47353","Withdraw"
"27/6/2013 08:37:04","brand clicks-and-mortar niches","64392","Withdraw"
"30/10/2012 09:25:13","cultivate extensible vortals","86367","Withdraw"
"28/2/2014 09:52:56","benchmark web-enabled experiences","71208","Withdraw"
"14/9/2018 09:55:55","deliver distributed ROI","90397","Withdraw"
"06/04/2018 09:34:00","enable user-centric paradigms","55243","Withdraw"
"21/11/2016 09:49:56","optimize efficient vortals","10559","Deposit"
"25/2/2023 08:56:02","revolutionize strategic functionalities","71906","Withdraw"
"30/7/2019 08:42:51","innovate scalable infrastructures","22002","Deposit"
"08/03/2019 08:13:00","cultivate next-generation infrastructures","98292","Withdraw"
"14/8/2023 08:42:51","deploy user-centric technologies","87748","Withdraw"
"22/5/2020 08:23:03","benchmark rich systems","34203","Withdraw"
"11/08/2019 08:44:00","disintermediate transparent architectures","64509","Deposit"
"10/12/2018 09:11:00","reinvent distributed solutions","39394","Deposit"
"28/7/2021 08:10:47","exploit sexy users","21382","Withdraw"
"11/03/2020 09:16:00","scale bleeding-edge partnerships","78917","Deposit"
"06/07/2020 09:33:00","brand open-source models","25786","Deposit"
"19/2/2019 08:45:02","brand strategic niches","90799","Deposit"
"24/7/2019 09:08:43","e-enable dot-com niches","37238","Withdraw"
"13/6/2019 08:44:15","productize seamless markets","37371","Deposit"
"07/09/2017 08:15:00","incentivize turn-key infrastructures","55196","Withdraw"
"07/04/2012 08:43:00","revolutionize seamless infrastructures","50855","Deposit"
"20/4/2023 08:22:36","syndicate end-to-end content","78726","Withdraw"
"17/11/2012 09:14:30","synthesize mission-critical synergies","82946","Withdraw"
"01/07/2011 08:15:00","incentivize value-added ROI","55520","Withdraw"
"14/5/2014 09:02:17","engineer integrated eyeballs","71913","Deposit"
"01/08/2016 08:26:00","generate e-business eyeballs","44943","Withdraw"
"09/03/2011 08:47:00","strategize world-class e-tailers","94206","Withdraw"
"08/01/2010 08:00:00","orchestrate holistic e-business","78083","Withdraw"
"16/7/2016 09:32:26","enable front-end solutions","12183","Deposit"
"21/5/2016 09:25:50","utilize extensible web services","96467","Withdraw"
"03/12/2019 08:51:00","implement cutting-edge e-commerce","84439","Withdraw"
"16/1/2022 08:51:14","facilitate robust e-commerce","24388","Withdraw"
"28/2/2014 09:52:56","aggregate frictionless mindshare","75528","Deposit"
"03/06/2021 09:08:00","reinvent enterprise technologies","86338","Withdraw"
"21/11/2016 09:49:56","e-enable seamless applications","23686","Deposit"
"31/10/2017 08:24:49","facilitate wireless mindshare","53339","Withdraw"
"30/8/2010 08:27:17","drive innovative technologies","70342","Deposit"
"26/8/2016 09:02:12","matrix seamless bandwidth","70989","Deposit"
"16/11/2023 09:33:34","deliver next-generation models","23175","Deposit"
"22/5/2022 09:13:43","facilitate cross-platform solutions","99742","Withdraw"
"19/10/2016 09:28:33","streamline world-class markets","61651","Deposit"
"06/08/2015 09:22:00","integrate 24/7 systems","41276","Deposit"
"06/10/2024 08:08:00","unleash collaborative e-tailers","97767","Deposit"
"13/2/2010 09:45:10","utilize granular infrastructures","58777","Deposit"
"13/2/2010 09:45:10","enhance out-of-the-box convergence","26043","Deposit"
"13/2/2022 08:50:49","strategize killer e-services","70646","Deposit"
"30/8/2018 09:39:41","architect viral schemas","21400","Withdraw"
"18/1/2015 08:49:23","enable bricks-and-clicks relationships","56245","Withdraw"
"12/05/2015 09:16:00","orchestrate compelling e-business","84666","Deposit"
"14/10/2013 09:23:32","aggregate magnetic methodologies","16240","Withdraw"
"04/11/2017 08:34:00","transform 24/7 e-commerce","96919","Deposit"
"15/8/2012 09:08:20","repurpose intuitive channels","53664","Deposit"
"10/07/2022 09:04:00","architect sticky action-items","93060","Deposit"
"04/08/2012 09:09:00","visualize proactive synergies","10564","Deposit"
"08/01/2010 08:00:00","whiteboard wireless partnerships","26929","Withdraw"
"04/12/2014 09:35:00","optimize ubiquitous mindshare","10244","Withdraw"
"16/7/2016 09:32:26","harness sticky methodologies","61231","Withdraw"
"24/1/2017 09:19:34","mesh leading-edge web services","33667","Withdraw"
"30/10/2012 09:25:13","enhance sexy networks","54443","Deposit"
"07/04/2012 08:43:00","syndicate visionary e-commerce","20154","Deposit"
"09/07/2016 09:30:00","optimize open-source vortals","48855","Deposit"
"06/09/2012 09:27:00","cultivate distributed channels","68814","Deposit"
"19/5/2011 08:28:30","target plug-and-play experiences","13964","Withdraw"
"18/4/2017 09:08:46","innovate vertical models","94749","Deposit"
"08/07/2010 09:05:00","mesh viral paradigms","46483","Withdraw"
"08/01/2010 08:00:00","envisioneer synergistic deliverables","10735","Withdraw"
"08/05/2014 08:44:00","enhance dot-com e-tailers","37383","Withdraw"
"16/8/2011 08:59:00","grow distributed methodologies","13335","Withdraw"
"24/10/2019 08:09:43","enhance out-of-the-box niches","53858","Withdraw"
"22/1/2017 09:27:59","e-enable plug-and-play action-items","50758","Withdraw"
"14/10/2013 09:23:32","orchestrate granular synergies","91077","Withdraw"
"14/3/2019 09:01:59","embrace proactive relationships","71914","Withdraw"
"02/06/2015 08:56:00","exploit rich web-readiness","88443","Withdraw"
"18/3/2017 08:02:52","revolutionize user-centric interfaces","58197","Deposit"
"25/6/2011 08:02:44","orchestrate real-time communities","18813","Withdraw"
"16/7/2016 09:32:26","engineer visionary web services","68134","Deposit"
"18/2/2011 08:50:18","leverage open-source blockchains","62352","Withdraw"
"21/1/2011 09:10:21","evolve intuitive applications","94818","Deposit"
"03/08/2019 09:19:00","synergize B2C applications","60266","Withdraw"
"08/08/2019 09:02:00","brand plug-and-play paradigms","68582","Deposit"
"16/4/2014 09:04:08","expedite sticky solutions","64669","Withdraw"
"08/01/2020 09:30:00","whiteboard dot-com vortals","43006","Withdraw"
"28/7/2021 08:10:47","optimize enterprise action-items","43833","Deposit"
"08/07/2010 09:05:00","syndicate extensible deliverables","15309","Deposit"
"26/10/2018 08:53:02","harness cross-platform bandwidth","55546","Deposit"
"10/05/2010 09:30:00","optimize vertical models","11061","Withdraw"
"18/12/2014 09:24:08","exploit impactful models","25378","Withdraw"
"26/11/2016 08:17:39","target mission-critical channels","75369","Deposit"
"12/01/2016 09:31:00","generate global e-services","22584","Withdraw"
"09/03/2021 09:19:00","brand B2B eyeballs","23639","Withdraw"
"25/7/2015 09:45:02","orchestrate e-business e-tailers","27920","Withdraw"
"17/2/2017 09:54:34","brand synergistic vortals","47015","Deposit"
"09/03/2011 08:47:00","evolve distributed content","49406","Withdraw"
"11/08/2018 09:27:00","unleash extensible bandwidth","55881","Withdraw"
"21/7/2021 08:26:50","strategize wireless metrics","12007","Withdraw"
"15/8/2012 09:08:20","matrix clicks-and-mortar experiences","37271","Deposit"
"18/2/2011 08:50:18","disintermediate clicks-and-mortar portals","74827","Deposit"
"08/10/2022 08:19:00","envisioneer integrated bandwidth","86711","Deposit"
"18/12/2014 09:24:08","embrace customized solutions","54910","Withdraw"
"14/11/2012 09:23:13","deploy transparent e-tailers","51670","Deposit"
"15/12/2014 09:58:48","monetize sticky markets","90827","Withdraw"
"07/07/2023 08:57:00","optimize rich channels","97405","Withdraw"
"26/6/2012 09:34:02","benchmark interactive initiatives","57491","Withdraw"
"10/01/2021 08:27:00","maximize intuitive e-markets","96107","Withdraw"
"06/08/2015 09:22:00","scale cross-platform bandwidth","63282","Withdraw"
"14/3/2021 09:56:18","disintermediate virtual experiences","17834","Withdraw"
"13/8/2023 08:54:15","optimize frictionless bandwidth","17571","Withdraw"
"20/7/2016 09:41:08","envisioneer B2C blockchains","15051","Withdraw"
"27/11/2021 08:58:42","orchestrate bricks-and-clicks web services","68707","Withdraw"
"04/08/2010 09:29:00","strategize world-class action-items","71329","Withdraw"
"04/12/2014 09:35:00","enable B2B convergence","52001","Withdraw"
"13/4/2017 09:01:07","facilitate dot-com networks","79402","Deposit"
"22/5/2014 08:15:33","enhance real-time applications","77618","Withdraw"
"21/12/2014 09:09:59","syndicate end-to-end markets","62820","Withdraw"
"20/5/2010 09:29:05","incentivize distributed ROI","95516","Withdraw"
"11/08/2018 09:27:00","scale robust e-commerce","63163","Withdraw"
"10/09/2010 09:30:00","redefine leading-edge schemas","86571","Deposit"
"21/1/2011 09:10:21","reinvent B2B portals","61803","Withdraw"
"04/11/2021 09:29:00","orchestrate rich schemas","84283","Deposit"
"26/10/2018 08:53:02","whiteboard granular platforms","12177","Deposit"
"24/7/2019 09:08:43","deploy innovative infrastructures","96437","Withdraw"
"14/9/2018 09:55:55","architect 24/365 e-services","51024","Deposit"
"05/12/2016 09:40:00","exploit end-to-end relationships","60610","Withdraw"
"28/8/2011 08:39:51","incentivize transparent supply-chains","64516","Deposit"
"03/06/2021 09:35:00","architect efficient networks","86941","Withdraw"
"26/10/2021 09:28:03","envisioneer sexy markets","33285","Withdraw"
"12/09/2019 09:20:00","productize B2C web services","69859","Withdraw"
"24/4/2019 08:30:01","generate vertical users","21154","Deposit"
"01/08/2015 09:52:00","seize B2B bandwidth","11383","Deposit"
"12/03/2023 08:06:00","engineer value-added niches","58353","Deposit"
"22/7/2022 08:35:52","productize virtual users","78562","Deposit"
"21/1/2011 09:10:21","enhance sexy solutions","36338","Deposit"
"11/07/2011 08:49:00","orchestrate front-end ROI","63920","Withdraw"
"21/12/2014 09:09:59","innovate extensible infomediaries","29385","Deposit"
"27/8/2015 08:24:18","innovate distributed users","83262","Deposit"
"13/8/2023 08:54:15","integrate e-business markets","65506","Withdraw"
"17/4/2024 09:18:47","visualize proactive schemas","23571","Deposit"
"01/06/2013 09:32:00","maximize holistic e-commerce","11976","Withdraw"
"19/2/2019 08:45:02","recontextualize out-of-the-box technologies","59152","Withdraw"
"08/03/2016 08:29:00","streamline bleeding-edge architectures","50963","Withdraw"
"25/2/2024 08:45:57","matrix synergistic interfaces","66571","Deposit"
"16/1/2022 08:51:14","strategize B2B systems","59313","Deposit"
"19/10/2016 09:28:33","generate B2B portals","24752","Deposit"
"25/10/2018 09:21:58","maximize virtual experiences","76505","Deposit"
"09/04/2021 08:17:00","optimize scalable architectures","84384","Deposit"
"21/12/2020 09:45:18","monetize clicks-and-mortar paradigms","92286","Withdraw"
"25/2/2023 08:56:02","morph out-of-the-box paradigms","40495","Withdraw"
"04/12/2011 09:35:00","transform revolutionary systems","19372","Deposit"
"14/11/2012 09:23:13","implement one-to-one e-tailers","45456","Deposit"
"14/8/2023 08:42:51","redefine 24/365 users","68172","Deposit"
"10/07/2022 09:04:00","architect scalable mindshare","75045","Withdraw"
"14/11/2012 09:23:13","redefine ubiquitous convergence","15090","Withdraw"
"07/09/2017 08:15:00","facilitate global systems","15927","Withdraw"
"27/1/2019 08:39:23","empower 24/7 functionalities","76328","Deposit"
"16/4/2017 09:36:20","matrix e-business systems","53357","Deposit"
"26/12/2013 08:48:47","disintermediate integrated e-markets","20875","Deposit"
"28/7/2014 09:18:58","synergize granular applications","32136","Withdraw"
"28/8/2011 08:39:51","target proactive experiences","64211","Withdraw"
"16/11/2023 09:33:34","whiteboard end-to-end solutions","55188","Deposit"
"26/12/2013 08:48:47","architect distributed bandwidth","82378","Deposit"
"21/12/2020 09:45:18","architect sticky partnerships","25509","Withdraw"
"14/9/2018 09:55:55","reinvent 24/365 action-items","29148","Withdraw"
"02/10/2014 08:56:00","recontextualize one-to-one channels","17906","Withdraw"
"30/4/2016 08:34:17","synthesize B2B portals","84660","Deposit"
"27/11/2021 08:58:42","utilize clicks-and-mortar systems","82118","Withdraw"
"28/7/2014 09:18:58","facilitate front-end blockchains","22754","Withdraw"
"18/1/2015 08:49:23","seize bleeding-edge markets","79663","Withdraw"
"27/8/2021 08:27:13","enhance visionary mindshare","58610","Deposit"
"09/06/2022 08:01:00","generate sexy e-commerce","95533","Deposit"
"16/6/2018 08:42:15","matrix customized supply-chains","79886","Deposit"
"17/2/2017 09:54:34","cultivate 24/365 metrics","59151","Withdraw"
"26/11/2023 08:28:32","matrix bleeding-edge action-items","80645","Withdraw"
"22/5/2020 08:23:03","syndicate user-centric synergies","47489","Withdraw"
"20/6/2015 09:29:55","scale open-source vortals","12199","Withdraw"
"01/06/2013 09:32:00","repurpose strategic models","73335","Withdraw"
"19/8/2023 09:46:19","empower rich models","86513","Deposit"
"11/12/2015 08:48:00","empower synergistic web-readiness","93453","Withdraw"
"25/10/2018 09:21:58","repurpose intuitive action-items","12320","Deposit"
"11/08/2019 08:44:00","seize value-added content","81115","Withdraw"
"22/7/2022 08:35:52","integrate innovative bandwidth","61397","Withdraw"
"05/11/2018 08:25:00","enable revolutionary methodologies","53526","Withdraw"
"21/7/2018 08:16:42","unleash mission-critical partnerships","43782","Withdraw"
